CustomerID,Address,Verification_Status,Validation_status,Comments
137013,"Enderby   Street, 6152",started,,Agent need to verify the address physically.
137018,"Chatfield  Boulevard, 258",started,,Agent need to verify the address physically.
189991,"Sundown Vale, 4830",started,,Agent need to verify the address physically.
189995,"Chartham  Drive, 3621",started,,Agent need to verify the address physically.
189998,"Cecilia  Grove, 5375",started,,Agent need to verify the address physically.
190000,"Dunstans  Rue, 8556",started,,Agent need to verify the address physically.
190002,"Queen Lane, 6314",started,,Agent need to verify the address physically.
190014,"Bacton   Lane, 1472",started,,Agent need to verify the address physically.
190015,"Geary   Boulevard, 6101",started,,Agent need to verify the address physically.
190017,"West Crossroad, 6179",started,,Agent need to verify the address physically.
190019,"Cecilia  Boulevard, 2268",started,,Agent need to verify the address physically.
190021,"Cavell   Pass, 1178",started,,Agent need to verify the address physically.
190023,"Edwin   Drive, 6887",started,,Agent need to verify the address physically.
190025,"West Route, 7418",started,,Agent need to verify the address physically.
190028,"Canning  Rue, 5958",started,,Agent need to verify the address physically.
190031,"Blue Anchor  Vale, 4234",started,,Agent need to verify the address physically.
190035,"Timber   Road, 1413",started,,Agent need to verify the address physically.
190037,"Cave   Crossroad, 4642",started,,Agent need to verify the address physically.
190043,"Earl Rise Crossroad, 9145",started,,Agent need to verify the address physically.
190044,"Anns  Drive, 4381",started,,Agent need to verify the address physically.
190050,"Jackson Alley, 8620",started,,Agent need to verify the address physically.
190055,"Camdenhurst   Road, 3493",started,,Agent need to verify the address physically.
190058,"East Crossroad, 8166",started,,Agent need to verify the address physically.
190065,"East Walk, 7848",started,,Agent need to verify the address physically.
190083,"English   Boulevard, 425",started,,Agent need to verify the address physically.
190085,"Bempton   Crossroad, 1687",started,,Agent need to verify the address physically.
190087,"Abbey   Grove, 6422",started,,Agent need to verify the address physically.
190089,"Adelaide  Vale, 1457",started,,Agent need to verify the address physically.
190091,"West Vale, 3151",started,,Agent need to verify the address physically.
190093,"Belgrave  Way, 2433",started,,Agent need to verify the address physically.
190096,"Queensberry  Vale, 1270",started,,Agent need to verify the address physically.
190104,"Comet House  Avenue, 5534",started,,Agent need to verify the address physically.
190110,"Ellerslie Grove, 2015",started,,Agent need to verify the address physically.
190114,"Collins  Alley, 9677",started,,Agent need to verify the address physically.
190115,"Capeners  Grove, 7502",started,,Agent need to verify the address physically.
190120,"Pine Lane, 5630",started,,Agent need to verify the address physically.
190121,"Ampton  Vale, 2406",started,,Agent need to verify the address physically.
190122,"Andsell    Grove, 2202",started,,Agent need to verify the address physically.
190123,"Catherine  Grove, 3401",started,,Agent need to verify the address physically.
190125,"Ben   Pass, 3429",started,,Agent need to verify the address physically.
190126,"Jackson Boulevard, 2659",started,,Agent need to verify the address physically.
190127,"Maple Walk, 5808",started,,Agent need to verify the address physically.
190139,"Cheltenham  Pass, 6974",started,,Agent need to verify the address physically.
190140,"Camelot   Tunnel, 7182",started,,Agent need to verify the address physically.
190141,"Caedmon  Hill, 2427",started,,Agent need to verify the address physically.
190142,"Adelaide  Rue, 5346",started,,Agent need to verify the address physically.
190143,"Beaconsfield  Pass, 7448",started,,Agent need to verify the address physically.
190144,"Kilner   Way, 2428",started,,Agent need to verify the address physically.
190145,"Canal  Hill, 9780",started,,Agent need to verify the address physically.
190147,"Castle Way, 2210",started,,Agent need to verify the address physically.
190148,"Camdenhurst   Rue, 4677",started,,Agent need to verify the address physically.
190149,"Heritage Pass, 6988",started,,Agent need to verify the address physically.
190152,"Colombo   Alley, 6337",started,,Agent need to verify the address physically.
190153,"Badric  Way, 1215",started,,Agent need to verify the address physically.
190154,"Carlton  Rue, 7786",started,,Agent need to verify the address physically.
190155,"Camdale  Road, 9885",started,,Agent need to verify the address physically.
190157,"Castlereagh   Rue, 3627",started,,Agent need to verify the address physically.
190159,"Longleigh   Avenue, 448",started,,Agent need to verify the address physically.
190160,"Caroline  Alley, 5320",started,,Agent need to verify the address physically.
190163,"Birkbeck  Alley, 1474",started,,Agent need to verify the address physically.
190169,"Ashley Avenue, 3988",started,,Agent need to verify the address physically.
190171,"Aberavon  Hill, 9044",started,,Agent need to verify the address physically.
190173,"Angel  Pass, 9131",started,,Agent need to verify the address physically.
190175,"Carnegie   Walk, 5477",started,,Agent need to verify the address physically.
190176,"Abbots   Hill, 6723",started,,Agent need to verify the address physically.
190177,"Baynes  Boulevard, 3229",started,,Agent need to verify the address physically.
190178,"South Lane, 4928",started,,Agent need to verify the address physically.
190179,"Chartham  Hill, 6358",started,,Agent need to verify the address physically.
190181,"Gavel   Boulevard, 5441",started,,Agent need to verify the address physically.
190183,"Bingham   Route, 8023",started,,Agent need to verify the address physically.
190184,"Linden Crossroad, 2716",started,,Agent need to verify the address physically.
190186,"Baynes  Pass, 6584",started,,Agent need to verify the address physically.
190187,"Durham Route, 4935",started,,Agent need to verify the address physically.
190188,"Chancellor  Hill, 9862",started,,Agent need to verify the address physically.
190189,"Cavendish Road, 193",started,,Agent need to verify the address physically.
190191,"Balfe   Drive, 8890",started,,Agent need to verify the address physically.
190192,"Heritage Tunnel, 7387",started,,Agent need to verify the address physically.
190193,"Bempton   Tunnel, 4483",started,,Agent need to verify the address physically.
190194,"Kimberley  Rue, 7339",started,,Agent need to verify the address physically.
190195,"Durnford  Drive, 4545",started,,Agent need to verify the address physically.
190196,"Duthie   Tunnel, 4750",started,,Agent need to verify the address physically.
190197,"Black Swan  Road, 6045",started,,Agent need to verify the address physically.
190198,"Liverpool  Lane, 135",started,,Agent need to verify the address physically.
190199,"Glenwood Road, 2765",started,,Agent need to verify the address physically.
190200,"King Avenue, 7576",started,,Agent need to verify the address physically.
190201,"King Route, 8136",started,,Agent need to verify the address physically.
190204,"Spruce Hill, 8914",started,,Agent need to verify the address physically.
190212,"Birkenhead   Drive, 1277",started,,Agent need to verify the address physically.
190214,"Clissold  Walk, 1009",started,,Agent need to verify the address physically.
190217,"Aylward   Boulevard, 3479",started,,Agent need to verify the address physically.
190219,"Bond Pass, 1587",started,,Agent need to verify the address physically.
190224,"Tilson  Avenue, 7905",started,,Agent need to verify the address physically.
190225,"Dunstans  Boulevard, 8757",started,,Agent need to verify the address physically.
190227,"Cockspur  Hill, 7869",started,,Agent need to verify the address physically.
190238,"Gatonby   Walk, 8339",started,,Agent need to verify the address physically.
190239,"Andrews  Grove, 2456",started,,Agent need to verify the address physically.
190241,"Bermondsey    Way, 5429",started,,Agent need to verify the address physically.
190243,"Heritage Drive, 3464",started,,Agent need to verify the address physically.
190244,"Rosewood Drive, 1826",started,,Agent need to verify the address physically.
190246,"Abbotswell  Grove, 6637",started,,Agent need to verify the address physically.
190256,"Fair Avenue, 8855",started,,Agent need to verify the address physically.
190260,"Bedford  Boulevard, 9201",started,,Agent need to verify the address physically.
190261,"Fieldstone Road, 9250",started,,Agent need to verify the address physically.
190262,"Aspen Crossroad, 2812",started,,Agent need to verify the address physically.
190263,"Black Swan  Hill, 1462",started,,Agent need to verify the address physically.
190269,"Central  Street, 5382",started,,Agent need to verify the address physically.
190270,"Linda Lane Crossroad, 653",started,,Agent need to verify the address physically.
190273,"East Drive, 8263",started,,Agent need to verify the address physically.
190274,"Westbourne Avenue, 1527",started,,Agent need to verify the address physically.
190275,"Sundown Drive, 5709",started,,Agent need to verify the address physically.
190276,"Gavel   Alley, 2526",started,,Agent need to verify the address physically.
190277,"Elia   Avenue, 4192",started,,Agent need to verify the address physically.
190278,"Kilner   Lane, 3127",started,,Agent need to verify the address physically.
190279,"Durnford  Drive, 6356",started,,Agent need to verify the address physically.
190280,"Bendall   Rue, 3106",started,,Agent need to verify the address physically.
190281,"Carltoun   Alley, 8843",started,,Agent need to verify the address physically.
190282,"Elgood   Tunnel, 2647",started,,Agent need to verify the address physically.
190297,"Lincoln Pass, 6352",started,,Agent need to verify the address physically.
190298,"Elizabeth  Grove, 3972",started,,Agent need to verify the address physically.
190299,"Timber   Hill, 1600",started,,Agent need to verify the address physically.
190300,"Eldon  Rue, 3113",started,,Agent need to verify the address physically.
190301,"Black Swan  Route, 7766",started,,Agent need to verify the address physically.
190302,"Longleigh   Walk, 7431",started,,Agent need to verify the address physically.
190303,"Coalecroft  Road, 3023",started,,Agent need to verify the address physically.
190306,"Bermondsey    Rue, 6337",started,,Agent need to verify the address physically.
190307,"Meadow Rue, 2875",started,,Agent need to verify the address physically.
190308,"Lincoln Vale, 748",started,,Agent need to verify the address physically.
190309,"Birkbeck  Pass, 4788",started,,Agent need to verify the address physically.
190310,"Gavel   Crossroad, 9072",started,,Agent need to verify the address physically.
190312,"Mariner   Walk, 1593",started,,Agent need to verify the address physically.
190314,"Blue Anchor  Route, 9237",started,,Agent need to verify the address physically.
190315,"Vine  Avenue, 7597",started,,Agent need to verify the address physically.
190320,"Cleaver Hill, 9052",started,,Agent need to verify the address physically.
190321,"Kimberley  Avenue, 6810",started,,Agent need to verify the address physically.
190328,"Colombo   Street, 5663",started,,Agent need to verify the address physically.
190329,"Victoria Rise Grove, 1770",started,,Agent need to verify the address physically.
190334,"Queen Grove, 5636",started,,Agent need to verify the address physically.
190336,"Ashley Lane, 1540",started,,Agent need to verify the address physically.
190338,"Chatsworth  Lane, 1438",started,,Agent need to verify the address physically.
190339,"Baltic  Hill, 2914",started,,Agent need to verify the address physically.
190342,"Mariner   Walk, 1835",started,,Agent need to verify the address physically.
190343,"Becher  Road, 7573",started,,Agent need to verify the address physically.
190344,"Besson  Vale, 8565",started,,Agent need to verify the address physically.
190345,"Emden   Alley, 765",started,,Agent need to verify the address physically.
190346,"Westbourne Crossroad, 96",started,,Agent need to verify the address physically.
190347,"Elia   Crossroad, 397",started,,Agent need to verify the address physically.
190350,"Dyott   Boulevard, 6342",started,,Agent need to verify the address physically.
190352,"Sheraton   Walk, 1374",started,,Agent need to verify the address physically.
190353,"Blackheath   Drive, 6413",started,,Agent need to verify the address physically.
190354,"Dyott   Road, 6994",started,,Agent need to verify the address physically.
190357,"Colombo   Alley, 6693",started,,Agent need to verify the address physically.
190363,"Pine Crossroad, 271",started,,Agent need to verify the address physically.
190368,"Woodland Hill, 673",started,,Agent need to verify the address physically.
190369,"Dunstans  Road, 391",started,,Agent need to verify the address physically.
190370,"Queensberry  Vale, 6587",started,,Agent need to verify the address physically.
190372,"Rail Route, 1973",started,,Agent need to verify the address physically.
190375,"Victoria Rise Tunnel, 4708",started,,Agent need to verify the address physically.
190378,"Ashley Rue, 4981",started,,Agent need to verify the address physically.
190390,"Udall   Way, 8373",started,,Agent need to verify the address physically.
190391,"Blackwall  Avenue, 7590",started,,Agent need to verify the address physically.
190392,"Victorian  Grove, 2149",started,,Agent need to verify the address physically.
190395,"Yorkshire  Way, 6521",started,,Agent need to verify the address physically.
190409,"Wake  Lane, 272",started,,Agent need to verify the address physically.
190434,"Bedford  Street, 3605",started,,Agent need to verify the address physically.
190493,"Longleigh   Avenue, 1566",started,,Agent need to verify the address physically.
190518,"Beaconsfield  Walk, 3548",started,,Agent need to verify the address physically.
190530,"Bond Route, 4444",started,,Agent need to verify the address physically.
190554,"Aspen Pass, 1403",started,,Agent need to verify the address physically.
190565,"Tilloch   Hill, 2358",started,,Agent need to verify the address physically.
190603,"Catherine  Grove, 1350",started,,Agent need to verify the address physically.
190604,"Cingworth  Crossroad, 6863",started,,Agent need to verify the address physically.
190605,"Ben   Grove, 165",started,,Agent need to verify the address physically.
190613,"Fieldstone Walk, 9382",started,,Agent need to verify the address physically.
190691,"Parkgate  Crossroad, 4374",started,,Agent need to verify the address physically.
190702,"Blackheath  Route, 1372",started,,Agent need to verify the address physically.
190710,"Aspen Rue, 4820",started,,Agent need to verify the address physically.
190726,"Oxford Street, 6686",started,,Agent need to verify the address physically.
190728,"Coley  Way, 330",started,,Agent need to verify the address physically.
190730,"Anns  Street, 4938",started,,Agent need to verify the address physically.
190733,"Blake  Vale, 351",started,,Agent need to verify the address physically.
190737,"Fairview Walk, 413",started,,Agent need to verify the address physically.
190739,"Liverpool  Walk, 6272",started,,Agent need to verify the address physically.
190749,"Marina  Pass, 1509",started,,Agent need to verify the address physically.
190777,"Pine Road, 6016",started,,Agent need to verify the address physically.
190779,"Chancellor  Tunnel, 7850",started,,Agent need to verify the address physically.
190782,"Chestnut  Avenue, 1516",started,,Agent need to verify the address physically.
190789,"Bede  Avenue, 2744",started,,Agent need to verify the address physically.
190824,"Collent   Avenue, 3030",started,,Agent need to verify the address physically.
190836,"Blackall   Avenue, 2608",started,,Agent need to verify the address physically.
190879,"Collent   Way, 8308",started,,Agent need to verify the address physically.
190880,"Lake Hill, 4952",started,,Agent need to verify the address physically.
190883,"Ernest  Rue, 4377",started,,Agent need to verify the address physically.
190884,"Emden   Vale, 4330",started,,Agent need to verify the address physically.
190896,"Fairbairn  Rue, 6898",started,,Agent need to verify the address physically.
190898,"Cavendish Walk, 3811",started,,Agent need to verify the address physically.
190949,"Woodland Route, 4483",started,,Agent need to verify the address physically.
190955,"Longman   Vale, 1847",started,,Agent need to verify the address physically.
190961,"Littlebury  Way, 8176",started,,Agent need to verify the address physically.
191002,"Sheringham   Way, 6535",started,,Agent need to verify the address physically.
191006,"Timber   Road, 9551",started,,Agent need to verify the address physically.
191022,"Glenwood Road, 2664",started,,Agent need to verify the address physically.
191025,"Rosewood Road, 5213",started,,Agent need to verify the address physically.
191029,"Waldram Park  Alley, 4562",started,,Agent need to verify the address physically.
191042,"Ernest  Drive, 3583",started,,Agent need to verify the address physically.
191063,"Cavell   Rue, 7226",started,,Agent need to verify the address physically.
191101,"Ely  Vale, 4693",started,,Agent need to verify the address physically.
191103,"Blandford  Crossroad, 546",started,,Agent need to verify the address physically.
191121,"Birkbeck  Road, 5712",started,,Agent need to verify the address physically.
191125,"Lake Alley, 1813",started,,Agent need to verify the address physically.
191132,"Belgrave  Way, 6935",started,,Agent need to verify the address physically.
191138,"Bury  Boulevard, 1729",started,,Agent need to verify the address physically.
191140,"Wadham  Pass, 7308",started,,Agent need to verify the address physically.
191146,"Spruce Crossroad, 5984",started,,Agent need to verify the address physically.
191149,"Littlebury  Hill, 1824",started,,Agent need to verify the address physically.
191156,"Epworth  Lane, 4691",started,,Agent need to verify the address physically.
191178,"Ellerman   Rue, 6816",started,,Agent need to verify the address physically.
191192,"Chelsea Manor  Street, 4920",started,,Agent need to verify the address physically.
191195,"Aspen Boulevard, 8369",started,,Agent need to verify the address physically.
191209,"Arctic   Lane, 8280",started,,Agent need to verify the address physically.
191226,"Cadogan  Route, 4726",started,,Agent need to verify the address physically.
191230,"Bagford   Rue, 5479",started,,Agent need to verify the address physically.
191231,"Clavell   Grove, 3476",started,,Agent need to verify the address physically.
191234,"Longmoore   Rue, 7421",started,,Agent need to verify the address physically.
191236,"Rosewood Boulevard, 7640",started,,Agent need to verify the address physically.
191239,"Sundown Tunnel, 338",started,,Agent need to verify the address physically.
191241,"Aspen Boulevard, 4070",started,,Agent need to verify the address physically.
191242,"Bayberry Walk, 5591",started,,Agent need to verify the address physically.
191243,"Armory  Pass, 3086",started,,Agent need to verify the address physically.
191245,"Comet House  Street, 7594",started,,Agent need to verify the address physically.
191247,"Heritage Road, 1480",started,,Agent need to verify the address physically.
191248,"Paris   Crossroad, 3640",started,,Agent need to verify the address physically.
191249,"Birkin   Avenue, 6638",started,,Agent need to verify the address physically.
191251,"Enderby   Rue, 3547",started,,Agent need to verify the address physically.
191253,"Meadow Walk, 5467",started,,Agent need to verify the address physically.
191254,"Chandos  Crossroad, 1450",started,,Agent need to verify the address physically.
191256,"King Edward  Alley, 33",started,,Agent need to verify the address physically.
191258,"Lincoln Avenue, 2455",started,,Agent need to verify the address physically.
191259,"Bendmore  Crossroad, 9351",started,,Agent need to verify the address physically.
191261,"King Road, 5081",started,,Agent need to verify the address physically.
191263,"Apollo  Drive, 532",started,,Agent need to verify the address physically.
191265,"Ashley Lane, 2966",started,,Agent need to verify the address physically.
191267,"Coleman  Hill, 8063",started,,Agent need to verify the address physically.
191269,"West Walk, 1884",started,,Agent need to verify the address physically.
191271,"Cleveland  Hill, 2536",started,,Agent need to verify the address physically.
191273,"Bond Boulevard, 771",started,,Agent need to verify the address physically.
191275,"Chatfield  Route, 9407",started,,Agent need to verify the address physically.
191277,"Monroe Crossroad, 2308",started,,Agent need to verify the address physically.
191278,"Clyde Lane, 7743",started,,Agent need to verify the address physically.
191280,"Blackheath   Way, 3410",started,,Agent need to verify the address physically.
191283,"Chapel  Rue, 719",started,,Agent need to verify the address physically.
191284,"Wadham  Hill, 7126",started,,Agent need to verify the address physically.
191286,"Bayberry Road, 3891",started,,Agent need to verify the address physically.
191288,"Hammersmith  Crossroad, 4697",started,,Agent need to verify the address physically.
191290,"Rail Road, 996",started,,Agent need to verify the address physically.
191302,"Tilson  Vale, 1793",started,,Agent need to verify the address physically.
191304,"Carlisle  Way, 13",started,,Agent need to verify the address physically.
191306,"Boadicea   Road, 2263",started,,Agent need to verify the address physically.
191307,"Fair Avenue, 1521",started,,Agent need to verify the address physically.
191309,"Bury  Grove, 8765",started,,Agent need to verify the address physically.
191310,"Blue Anchor  Grove, 8741",started,,Agent need to verify the address physically.
191312,"Norland  Crossroad, 9614",started,,Agent need to verify the address physically.
191313,"Aylward   Vale, 7977",started,,Agent need to verify the address physically.
191315,"Bellenden   Walk, 7465",started,,Agent need to verify the address physically.
191317,"Blomfield  Lane, 5031",started,,Agent need to verify the address physically.
191318,"St. Pauls  Pass, 5087",started,,Agent need to verify the address physically.
191320,"Bede  Drive, 3624",started,,Agent need to verify the address physically.
191372,"Besson  Street, 3207",started,,Agent need to verify the address physically.
191373,"Marischal  Street, 6601",started,,Agent need to verify the address physically.
191375,"Bel   Way, 5147",started,,Agent need to verify the address physically.
191377,"Glenwood Route, 7788",started,,Agent need to verify the address physically.
191379,"Cavaye  Alley, 8904",started,,Agent need to verify the address physically.
191382,"Cam  Street, 6470",started,,Agent need to verify the address physically.
191384,"Cleveland  Crossroad, 5213",started,,Agent need to verify the address physically.
191386,"Baylis  Drive, 3348",started,,Agent need to verify the address physically.
191388,"Cavendish Road, 5404",started,,Agent need to verify the address physically.
191389,"Adams  Grove, 8654",started,,Agent need to verify the address physically.
191391,"Becher  Street, 5622",started,,Agent need to verify the address physically.
191392,"Coleman  Road, 4827",started,,Agent need to verify the address physically.
191394,"Rail Route, 6411",started,,Agent need to verify the address physically.
191395,"Baylis  Vale, 9954",started,,Agent need to verify the address physically.
191397,"South Avenue, 6591",started,,Agent need to verify the address physically.
191399,"Heritage Pass, 145",started,,Agent need to verify the address physically.
191400,"King Boulevard, 9530",started,,Agent need to verify the address physically.
191402,"Tisbury  Pass, 9145",started,,Agent need to verify the address physically.
191407,"Baynes  Vale, 1097",started,,Agent need to verify the address physically.
191409,"Cliff  Street, 4047",started,,Agent need to verify the address physically.
191413,"Comet House  Crossroad, 1246",started,,Agent need to verify the address physically.
191415,"Badric  Route, 8176",started,,Agent need to verify the address physically.
191417,"English   Pass, 6297",started,,Agent need to verify the address physically.
191419,"Arundel   Pass, 7868",started,,Agent need to verify the address physically.
191421,"East Vale, 9422",started,,Agent need to verify the address physically.
191422,"Waite  Hill, 2334",started,,Agent need to verify the address physically.
191424,"Sheraton   Walk, 8088",started,,Agent need to verify the address physically.
191425,"Adelaide  Grove, 6628",started,,Agent need to verify the address physically.
191432,"Balham   Vale, 6242",started,,Agent need to verify the address physically.
191435,"Gatonby   Lane, 2331",started,,Agent need to verify the address physically.
191437,"Buttonwood Alley, 7015",started,,Agent need to verify the address physically.
191439,"Glenwood Avenue, 434",started,,Agent need to verify the address physically.
191441,"Chambers  Street, 1284",started,,Agent need to verify the address physically.
191442,"Enford   Boulevard, 1858",started,,Agent need to verify the address physically.
191444,"Belgrave  Street, 1590",started,,Agent need to verify the address physically.
191446,"Lincoln Avenue, 7030",started,,Agent need to verify the address physically.
191448,"Heritage Lane, 8290",started,,Agent need to verify the address physically.
191449,"Byland  Boulevard, 3686",started,,Agent need to verify the address physically.
191451,"Cavaye  Way, 5601",started,,Agent need to verify the address physically.
191453,"Howard Tunnel, 1042",started,,Agent need to verify the address physically.
191454,"Ensign   Tunnel, 6552",started,,Agent need to verify the address physically.
191456,"Victorian  Route, 3538",started,,Agent need to verify the address physically.
191457,"Castile  Tunnel, 9430",started,,Agent need to verify the address physically.
191458,"Anns  Crossroad, 4623",started,,Agent need to verify the address physically.
191459,"Bermondsey    Walk, 7785",started,,Agent need to verify the address physically.
191460,"Longmoore   Way, 884",started,,Agent need to verify the address physically.
191462,"Egerton  Alley, 8654",started,,Agent need to verify the address physically.
191463,"Eldon  Lane, 7794",started,,Agent need to verify the address physically.
191464,"Coalecroft  Alley, 7557",started,,Agent need to verify the address physically.
191465,"Udall   Grove, 5986",started,,Agent need to verify the address physically.
191466,"Falconberg   Road, 4740",started,,Agent need to verify the address physically.
191467,"Bede  Rue, 9894",started,,Agent need to verify the address physically.
191468,"Parkfields Way, 981",started,,Agent need to verify the address physically.
191469,"Church Vale, 4396",started,,Agent need to verify the address physically.
191470,"Beaconsfield  Tunnel, 2",started,,Agent need to verify the address physically.
191472,"Yoakley Walk, 4192",started,,Agent need to verify the address physically.
191473,"Meadow Pass, 7483",started,,Agent need to verify the address physically.
191474,"Bempton   Lane, 9784",started,,Agent need to verify the address physically.
191476,"Hickory Lane Avenue, 684",started,,Agent need to verify the address physically.
191478,"Erindale Road, 393",started,,Agent need to verify the address physically.
191479,"Unwin  Avenue, 9302",started,,Agent need to verify the address physically.
191481,"Cato   Walk, 1060",started,,Agent need to verify the address physically.
191483,"Garfield Hill, 1211",started,,Agent need to verify the address physically.
191485,"Blackpool  Pass, 2501",started,,Agent need to verify the address physically.
191486,"Arctic   Boulevard, 9408",started,,Agent need to verify the address physically.
191492,"Longleigh   Pass, 8998",started,,Agent need to verify the address physically.
191494,"Carnegie   Rue, 3308",started,,Agent need to verify the address physically.
191497,"Cingworth  Grove, 1487",started,,Agent need to verify the address physically.
191499,"Chapel  Road, 4932",started,,Agent need to verify the address physically.
191500,"Thurloe   Walk, 9330",started,,Agent need to verify the address physically.
191508,"Kinglake  Rue, 5705",started,,Agent need to verify the address physically.
191509,"Emden   Lane, 3826",started,,Agent need to verify the address physically.
191510,"Garfield Pass, 6215",started,,Agent need to verify the address physically.
191511,"Bell    Avenue, 5234",started,,Agent need to verify the address physically.
191512,"Elba  Way, 4525",started,,Agent need to verify the address physically.
191513,"Ely  Drive, 6266",started,,Agent need to verify the address physically.
191514,"Battersea   Grove, 4255",started,,Agent need to verify the address physically.
191515,"English   Lane, 1232",started,,Agent need to verify the address physically.
191516,"Bazely   Pass, 1461",started,,Agent need to verify the address physically.
191517,"Clavell   Route, 6998",started,,Agent need to verify the address physically.
191518,"Belmont Park Drive, 3665",started,,Agent need to verify the address physically.
191519,"Maple Rue, 9045",started,,Agent need to verify the address physically.
191520,"Birkbeck  Route, 5393",started,,Agent need to verify the address physically.
191521,"Dunsley  Hill, 1651",started,,Agent need to verify the address physically.
191522,"Cheney  Crossroad, 6541",started,,Agent need to verify the address physically.
191523,"Andrews  Street, 3710",started,,Agent need to verify the address physically.
191524,"Howard Street, 7652",started,,Agent need to verify the address physically.
191525,"Sherwood  Way, 8532",started,,Agent need to verify the address physically.
191526,"Becklow  Alley, 2811",started,,Agent need to verify the address physically.
191527,"Westcott  Avenue, 1385",started,,Agent need to verify the address physically.
191528,"Badric  Hill, 9581",started,,Agent need to verify the address physically.
191529,"Babmaes    Boulevard, 5159",started,,Agent need to verify the address physically.
191530,"Comet House  Way, 9976",started,,Agent need to verify the address physically.
191531,"Badric  Road, 5381",started,,Agent need to verify the address physically.
191532,"Canal  Pass, 9977",started,,Agent need to verify the address physically.
191533,"Maple Boulevard, 6165",started,,Agent need to verify the address physically.
191534,"Rosewood Way, 4183",started,,Agent need to verify the address physically.
191535,"Bacton   Grove, 4395",started,,Agent need to verify the address physically.
191536,"Angel  Boulevard, 9278",started,,Agent need to verify the address physically.
191537,"Clere  Walk, 8090",started,,Agent need to verify the address physically.
191538,"Carolina  Vale, 7315",started,,Agent need to verify the address physically.
